15:03:41.942 [main] INFO  org.apache.hyracks.control.nc.NodeControllerService - Setting uncaught exception handler org.apache.hyracks.api.lifecycle.LifeCycleComponentManager@16414e40
	at org.apache.hyracks.algebricks.runtime.operators.std.StreamProjectRuntimeFactory$1.nextFrame(StreamProjectRuntimeFactory.java:82) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendToWriter(FrameUtils.java:185) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:91) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:87) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.writeOutput(UnnestRuntimeFactory.java:175) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.unnesting(UnnestRuntimeFactory.java:135) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.nextFrame(UnnestRuntimeFactory.java:118) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.flushAndReset(AbstractOneInputOneOutputOneFramePushRuntime.java:73) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.flushIfNotFailed(AbstractOneInputOneOutputOneFramePushRuntime.java:78) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:60) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:65) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:65) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.meta.AlgebricksMetaOperatorDescriptor$1.close(AlgebricksMetaOperatorDescriptor.java:161) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.storage.am.common.dataflow.IndexSearchOperatorNodePushable.close(IndexSearchOperatorNodePushable.java:296) ~[hyracks-storage-am-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.EmptyTupleSourceRuntimeFactory$1.close(EmptyTupleSourceRuntimeFactory.java:61) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.meta.AlgebricksMetaOperatorDescriptor$SourcePushRuntime.initialize(AlgebricksMetaOperatorDescriptor.java:111) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.rewriter.runtime.SuperActivityOperatorNodePushable.lambda$runInParallel$0(SuperActivityOperatorNodePushable.java:228) ~[hyracks-api-0.3.6.jar:0.3.6]
	at java.util.concurrent.FutureTask.run(FutureTask.java:264) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136) [?:?]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635) [?:?]
	at java.lang.Thread.run(Thread.java:833) [?:?]
Caused by: org.apache.asterix.runtime.exceptions.TypeMismatchException: ASX0037: Type mismatch: expected value of type array or multiset, but got the value of type object (in line 1, at column 30)
	at org.apache.asterix.runtime.unnestingfunctions.std.ScanCollectionDescriptor$ScanCollectionUnnestingFunctionFactory$1.init(ScanCollectionDescriptor.java:97) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.asterix.runtime.aggregates.scalar.GenericScalarAggregateFunction.evaluate(GenericScalarAggregateFunction.java:58) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.asterix.runtime.evaluators.constructors.OpenRecordConstructorDescriptor$2$1.evaluate(OpenRecordConstructorDescriptor.java:104) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.produceTuple(AssignRuntimeFactory.java:162) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	... 48 more
13:09:13.515 [Worker:asterix_nc2] WARN  org.apache.hyracks.control.nc.work.NotifyTaskFailureWork - task TAID:TID:ANID:ODID:3:0:1:0 has failed
org.apache.hyracks.api.exceptions.HyracksDataException: HYR0002: Error in processing tuple 8 in a frame (in line 1, at column 9)
	at org.apache.hyracks.api.exceptions.HyracksDataException.create(HyracksDataException.java:65) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.produceTuple(AssignRuntimeFactory.java:169) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.nextFrame(AssignRuntimeFactory.java:138) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendProjectionToWriter(FrameUtils.java:264) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:104) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:99) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.StreamProjectRuntimeFactory$1.nextFrame(StreamProjectRuntimeFactory.java:82) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendToWriter(FrameUtils.java:185) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:91) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:87) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.writeOutput(UnnestRuntimeFactory.java:175) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.unnesting(UnnestRuntimeFactory.java:135) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.nextFrame(UnnestRuntimeFactory.java:118) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendToWriter(FrameUtils.java:185) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:91) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:87) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.nextFrame(AssignRuntimeFactory.java:132) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendProjectionToWriter(FrameUtils.java:264) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:104) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:99) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.StreamProjectRuntimeFactory$1.nextFrame(StreamProjectRuntimeFactory.java:82) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendToWriter(FrameUtils.java:185) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:91) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:87) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.writeOutput(UnnestRuntimeFactory.java:175) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.unnesting(UnnestRuntimeFactory.java:135) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.nextFrame(UnnestRuntimeFactory.java:118) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.flushAndReset(AbstractOneInputOneOutputOneFramePushRuntime.java:73) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.flushIfNotFailed(AbstractOneInputOneOutputOneFramePushRuntime.java:78) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:60) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:65) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:65) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.meta.AlgebricksMetaOperatorDescriptor$1.close(AlgebricksMetaOperatorDescriptor.java:161) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.storage.am.common.dataflow.IndexSearchOperatorNodePushable.close(IndexSearchOperatorNodePushable.java:296) ~[hyracks-storage-am-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.EmptyTupleSourceRuntimeFactory$1.close(EmptyTupleSourceRuntimeFactory.java:61) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.meta.AlgebricksMetaOperatorDescriptor$SourcePushRuntime.initialize(AlgebricksMetaOperatorDescriptor.java:111) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.rewriter.runtime.SuperActivityOperatorNodePushable.lambda$runInParallel$0(SuperActivityOperatorNodePushable.java:228) ~[hyracks-api-0.3.6.jar:0.3.6]
	at java.util.concurrent.FutureTask.run(FutureTask.java:264) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635) ~[?:?]
	at java.lang.Thread.run(Thread.java:833) ~[?:?]
Caused by: org.apache.asterix.runtime.exceptions.TypeMismatchException: ASX0037: Type mismatch: expected value of type array or multiset, but got the value of type object (in line 1, at column 30)
	at org.apache.asterix.runtime.unnestingfunctions.std.ScanCollectionDescriptor$ScanCollectionUnnestingFunctionFactory$1.init(ScanCollectionDescriptor.java:97) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.asterix.runtime.aggregates.scalar.GenericScalarAggregateFunction.evaluate(GenericScalarAggregateFunction.java:58) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.asterix.runtime.evaluators.constructors.OpenRecordConstructorDescriptor$2$1.evaluate(OpenRecordConstructorDescriptor.java:104) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.produceTuple(AssignRuntimeFactory.java:162) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	... 48 more
13:10:06.156 [Executor-87:asterix_nc2:JID:0.77:TAID:TID:ANID:ODID:3:0:1:0:SuperActivityOperatorNodePushable] WARN  org.apache.hyracks.api.util.CleanupUtils - Failure closing a closeable resource of class 
org.apache.hyracks.api.exceptions.HyracksDataException: HYR0002: Error in processing tuple 0 in a frame (in line 1, at column 9)
	at org.apache.hyracks.api.exceptions.HyracksDataException.create(HyracksDataException.java:65) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.produceTuple(AssignRuntimeFactory.java:169) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.nextFrame(AssignRuntimeFactory.java:131) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendProjectionToWriter(FrameUtils.java:264) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:104) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:99) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.StreamProjectRuntimeFactory$1.nextFrame(StreamProjectRuntimeFactory.java:74) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendToWriter(FrameUtils.java:185) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:91) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:87) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.writeOutput(UnnestRuntimeFactory.java:175) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.unnesting(UnnestRuntimeFactory.java:135) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.nextFrame(UnnestRuntimeFactory.java:118) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendToWriter(FrameUtils.java:185) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:91) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:87) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.nextFrame(AssignRuntimeFactory.java:132) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendProjectionToWriter(FrameUtils.java:264) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:104) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:99) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.StreamProjectRuntimeFactory$1.nextFrame(StreamProjectRuntimeFactory.java:82) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendToWriter(FrameUtils.java:185) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:91) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendToFrameFromTupleBuilder(AbstractOneInputOneOutputOneFramePushRuntime.java:87) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.writeOutput(UnnestRuntimeFactory.java:175) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.unnesting(UnnestRuntimeFactory.java:135) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.UnnestRuntimeFactory$1.nextFrame(UnnestRuntimeFactory.java:118) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.flushAndReset(AbstractOneInputOneOutputOneFramePushRuntime.java:73) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.flushIfNotFailed(AbstractOneInputOneOutputOneFramePushRuntime.java:78) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:60) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:65) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.close(AbstractOneInputOneOutputOneFramePushRuntime.java:65) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.meta.AlgebricksMetaOperatorDescriptor$1.close(AlgebricksMetaOperatorDescriptor.java:161) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.util.CleanupUtils.close(CleanupUtils.java:66) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.storage.am.common.dataflow.IndexSearchOperatorNodePushable.close(IndexSearchOperatorNodePushable.java:296) ~[hyracks-storage-am-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.EmptyTupleSourceRuntimeFactory$1.close(EmptyTupleSourceRuntimeFactory.java:61) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.meta.AlgebricksMetaOperatorDescriptor$SourcePushRuntime.initialize(AlgebricksMetaOperatorDescriptor.java:111) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.api.rewriter.runtime.SuperActivityOperatorNodePushable.lambda$runInParallel$0(SuperActivityOperatorNodePushable.java:228) ~[hyracks-api-0.3.6.jar:0.3.6]
	at java.util.concurrent.FutureTask.run(FutureTask.java:264) [?:?]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136) [?:?]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635) [?:?]
	at java.lang.Thread.run(Thread.java:833) [?:?]
Caused by: org.apache.asterix.runtime.exceptions.TypeMismatchException: ASX0037: Type mismatch: expected value of type array or multiset, but got the value of type object (in line 1, at column 30)
	at org.apache.asterix.runtime.unnestingfunctions.std.ScanCollectionDescriptor$ScanCollectionUnnestingFunctionFactory$1.init(ScanCollectionDescriptor.java:97) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.asterix.runtime.aggregates.scalar.GenericScalarAggregateFunction.evaluate(GenericScalarAggregateFunction.java:58) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.asterix.runtime.evaluators.constructors.OpenRecordConstructorDescriptor$2$1.evaluate(OpenRecordConstructorDescriptor.java:104) ~[asterix-runtime-0.9.6.jar:0.9.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.produceTuple(AssignRuntimeFactory.java:162) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	... 48 more
13:10:06.156 [Executor-87:asterix_nc2:JID:0.77:TAID:TID:ANID:ODID:3:0:1:0:SuperActivityOperatorNodePushable] WARN  org.apache.hyracks.api.util.CleanupUtils - Failure closing a closeable resource of class 
org.apache.hyracks.api.exceptions.HyracksDataException: HYR0002: Error in processing tuple 0 in a frame (in line 1, at column 9)
	at org.apache.hyracks.api.exceptions.HyracksDataException.create(HyracksDataException.java:65) ~[hyracks-api-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.produceTuple(AssignRuntimeFactory.java:169) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.std.AssignRuntimeFactory$1.nextFrame(AssignRuntimeFactory.java:131) ~[algebricks-runtime-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.io.AbstractFrameAppender.write(AbstractFrameAppender.java:94) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.dataflow.common.comm.util.FrameUtils.appendProjectionToWriter(FrameUtils.java:264) ~[hyracks-dataflow-common-0.3.6.jar:0.3.6]
	at org.apache.hyracks.algebricks.runtime.operators.base.AbstractOneInputOneOutputOneFramePushRuntime.appendProjectionToFrame(AbstractOneInputOneOutputOneFramePushRuntime.java:104) ~[algebricks-runtime-0.3.6.jar:0.3.6]
